City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Benghazi,LY,32.1167,20.0667,56.61,64,10,7.09,clear sky
477,Iralaya,HN,15.0,-83.2333,78.84,72,5,13.87,clear sky
478,Tanout,NE,14.9709,8.8879,65.21,17,0,13.73,clear sky
479,Ongandjera,NA,-17.8833,15.0667,72.19,58,25,6.17,scattered clouds
480,Tilichiki,RU,60.4667,166.1,10.74,74,8,11.79,clear sky
481,Ternate,ID,0.8,127.4,81.84,78,81,7.11,moderate rain
482,Chamba,IN,32.5667,76.1333,75.69,38,82,2.55,broken clouds
483,Sayaxche,GT,16.5167,-90.1667,73.53,68,0,4.38,clear sky
484,Naantali,FI,60.4674,22.0243,37.4,93,90,10.36,light rain
485,Gyor,HU,47.6833,17.6351,33.8,86,100,5.57,overcast clouds
486,Touros,BR,-5.1989,-35.4608,77.0,88,40,2.3,light rain
487,Lavrentiya,RU,65.5833,-171.0,15.01,90,100,18.97,light snow
488,Fare,PF,-16.7,-151.0167,82.72,71,34,20.4,light rain
489,Linqiong,CN,30.4159,103.4609,75.99,56,0,2.75,clear sky
490,Srednekolymsk,RU,67.45,153.6833,8.35,81,99,6.55,overcast clouds
491,Fairview,US,40.8126,-73.999,57.2,58,90,12.66,light rain
492,Fukue,JP,32.6881,128.8419,66.2,72,75,4.61,broken clouds
493,Mehamn,NO,71.0357,27.8492,30.2,64,0,6.91,clear sky
494,Lumberton,US,34.6182,-79.0086,66.2,55,20,12.66,light rain
495,Ancud,CL,-41.8697,-73.8203,57.99,82,0,9.22,clear sky
496,Minas,UY,-34.3759,-55.2377,66.2,88,75,6.91,broken clouds
497,Coquimbo,CL,-29.9533,-71.3436,55.4,88,0,1.14,clear sky
498,Yanam,IN,16.7333,82.2167,82.4,74,3,4.79,haze
499,Gat,IL,31.61,34.7642,48.99,100,1,1.99,clear sky
500,Quang Ngai,VN,15.1167,108.8,87.48,49,55,7.4,broken clouds
501,Pori,FI,61.4833,21.7833,39.2,93,90,11.5,light rain
502,Gambela,ET,8.25,34.5833,77.0,56,58,3.78,broken clouds
503,Nosy Varika,MG,-20.5833,48.5333,73.85,89,4,3.78,clear sky
504,Santa Maria Do Suacui,BR,-18.1903,-42.4142,67.28,78,0,2.06,clear sky
505,Barabai,ID,-2.5833,115.3833,90.88,56,51,2.26,broken clouds
506,Walvis Bay,NA,-22.9575,14.5053,59.0,100,0,5.75,clear sky
507,Tacuarembo,UY,-31.7333,-55.9833,63.73,66,99,5.61,overcast clouds
508,Vicuna,CL,-30.0319,-70.7081,55.4,88,0,1.14,clear sky
509,Hargeysa,SO,9.56,44.065,63.16,50,43,5.61,scattered clouds
510,Iranshahr,IR,27.2025,60.6848,73.4,20,42,4.61,haze
511,Jacmel,HT,18.2342,-72.5347,80.6,61,0,11.5,clear sky
512,Kushmurun,KZ,52.4503,64.6311,17.76,94,14,7.65,few clouds
513,Cambados,ES,42.5122,-8.8131,57.2,62,0,3.44,clear sky
514,Gualeguaychu,AR,-33.0094,-58.5172,62.01,95,9,1.99,clear sky
515,Maarianhamina,AX,60.0973,19.9348,37.4,100,90,18.41,overcast clouds
516,Prainha,BR,-1.8,-53.48,73.06,96,100,3.87,light rain
517,Ivybridge,GB,50.3904,-3.9191,50.0,90,95,8.99,overcast clouds
518,Tres Arroyos,AR,-38.3739,-60.2798,53.46,95,8,4.0,clear sky
519,Kristianstad,SE,56.0313,14.1524,46.4,93,90,12.66,light rain
520,Vostok,RU,46.4856,135.8833,37.31,95,100,2.73,overcast clouds
521,Svetlogorsk,BY,52.6333,29.7333,37.83,90,100,8.41,overcast clouds
522,Pedernales,DO,18.0384,-71.744,78.53,69,1,6.49,clear sky
523,Jambi,ID,-1.6,103.6167,81.54,86,96,2.86,moderate rain
524,Reinbek,DE,53.5167,10.25,51.8,71,0,17.27,clear sky
525,Ous,RU,60.9058,61.5186,22.98,84,97,5.39,overcast clouds
526,Orotukan,RU,62.2667,151.7,11.35,79,97,3.44,overcast clouds
527,Hofn,IS,64.2539,-15.2082,27.27,60,5,8.05,clear sky
528,Gulariya,NP,28.2333,81.3333,84.81,14,56,3.47,broken clouds
529,Tual,ID,-5.6667,132.75,78.12,90,100,9.75,moderate rain
530,Puerto Madero,MX,14.7208,-92.4215,78.8,94,20,6.96,few clouds
531,Campoverde,PE,-8.4753,-74.8058,72.86,98,100,1.92,moderate rain
532,Nechi,CO,8.0942,-74.7757,75.42,95,96,1.81,moderate rain
533,Batagay-Alyta,RU,67.8006,130.4114,10.54,68,86,2.8,overcast clouds
534,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,66.72,89,64,0.78,broken clouds
535,Guozhen,CN,34.3659,107.359,67.21,29,26,5.53,scattered clouds
536,Sioux Lookout,CA,50.1001,-91.917,23.0,63,40,4.61,scattered clouds
537,Seoul,KR,37.5683,126.9778,57.2,54,20,5.75,dust
538,Bonthe,SL,7.5264,-12.505,78.71,86,100,0.31,overcast clouds
539,Balykshi,KZ,47.0667,51.8667,35.6,100,75,8.95,mist
540,Yambio,SS,4.5721,28.3955,69.96,71,45,1.95,scattered clouds
541,Atlantic Beach,US,30.3344,-81.3987,75.99,73,1,8.05,clear sky
542,Topalu,RO,44.55,28.05,36.0,80,0,5.75,clear sky
543,Wodonga,AU,-36.1167,146.8833,77.0,56,3,6.91,clear sky
544,Bershet,RU,57.7309,56.3783,30.2,51,0,6.71,clear sky
545,Conde,BR,-7.2597,-34.9075,77.0,100,20,3.44,few clouds
546,Belmonte,BR,-15.8631,-38.8828,75.2,83,40,3.44,scattered clouds
547,Petukhovo,RU,55.0692,67.9019,23.49,91,83,13.47,broken clouds
548,Ust-Tsilma,RU,65.441,52.1498,33.55,97,100,6.4,overcast clouds
549,Berdigestyakh,RU,62.0989,126.6992,26.4,89,100,3.04,overcast clouds
550,Roma,US,43.2128,-75.4557,39.99,81,90,17.27,light rain
551,Severomuysk,RU,56.1481,113.4267,13.71,58,17,2.84,few clouds
552,Saint Anthony,US,45.0205,-93.218,39.0,56,1,5.75,clear sky
553,Bukachacha,RU,52.9833,116.9167,31.87,51,0,5.08,clear sky
554,Bundaberg,AU,-24.85,152.35,82.4,51,40,5.75,scattered clouds
555,Khorixas,NA,-20.3667,14.9667,69.73,47,19,1.7,few clouds
556,Muroto,JP,33.2833,134.15,64.4,72,0,8.05,clear sky
557,Anchorage,US,61.2181,-149.9003,33.8,47,90,9.22,overcast clouds
558,Gornopravdinsk,RU,60.05,69.9,10.72,91,53,7.16,broken clouds
559,Borogontsy,RU,62.6683,131.1683,27.05,85,100,3.71,overcast clouds
560,Saquena,PE,-4.6667,-73.5167,70.99,99,100,2.57,light rain
561,Saint-Joseph,RE,-21.3667,55.6167,77.0,69,0,6.91,clear sky
562,Bulaevo,KZ,54.9056,70.4439,16.36,85,10,15.68,clear sky
563,Melfort,CA,52.8667,-104.6177,42.8,70,100,10.36,light rain
564,Along,IN,28.1667,94.7667,82.63,20,0,1.01,clear sky
565,General Pico,AR,-35.6566,-63.7568,56.5,87,0,1.79,clear sky
566,Voh,NC,-20.9667,164.7,87.39,57,16,11.27,few clouds
567,Meadow Lake,US,34.8014,-106.5436,55.4,21,1,6.91,clear sky
568,Litovko,RU,49.2361,135.1742,35.64,94,100,15.39,snow
569,Batelov,CZ,49.3143,15.3947,39.99,67,100,5.61,overcast clouds
570,Lavumisa,SZ,-27.31,31.892,65.46,79,100,1.59,overcast clouds
571,Vila Velha,BR,-20.3297,-40.2925,73.4,94,0,5.21,clear sky
572,Yar-Sale,RU,66.8333,70.8333,-14.66,98,26,6.49,scattered clouds
573,Pemberton,CA,50.3164,-122.8027,35.01,93,100,1.28,overcast clouds
574,Sarakhs,IR,36.5449,61.1577,46.4,81,75,6.02,broken clouds
575,Bathsheba,BB,13.2167,-59.5167,78.8,69,40,23.02,light rain
576,Tabou,CI,4.423,-7.3528,76.98,90,100,4.76,overcast clouds
577,Emerald,AU,-23.5333,148.1667,87.8,42,95,10.36,overcast clouds
578,San Cristobal,VE,7.7669,-72.225,75.2,94,40,2.3,scattered clouds
579,Lashio,MM,22.9333,97.75,86.67,16,89,1.79,overcast clouds
580,Luang Prabang,LA,19.8856,102.1347,77.0,69,0,2.3,clear sky
581,Bonwapitse,BW,-23.0766,26.7037,62.38,78,0,17.81,clear sky
582,Montepuez,MZ,-13.1256,38.9997,68.2,98,95,6.82,overcast clouds
583,Chernyshevskiy,RU,63.0128,112.4714,25.48,90,100,5.3,overcast clouds
584,Tigil,RU,57.8,158.6667,26.19,91,100,21.65,light snow
585,Vieux-Habitants,GP,16.0589,-61.7659,77.0,78,20,9.22,few clouds
586,Jutai,BR,-5.1833,-68.9,72.25,98,82,0.87,broken clouds
587,Teahupoo,PF,-17.8333,-149.2667,87.01,54,20,13.8,light rain
588,Tyssedal,NO,60.1165,6.562,46.0,95,100,14.0,snow
589,Najran,SA,17.4924,44.1277,66.2,30,8,5.75,dust
590,Kingaroy,AU,-26.5333,151.8333,84.99,41,40,4.61,scattered clouds
591,Ihosy,MG,-22.4,46.1167,63.27,92,4,1.25,clear sky
592,Munster,DE,51.9624,7.6257,50.0,66,0,6.91,clear sky
593,Kirakira,SB,-10.4544,161.9205,85.24,71,92,8.28,moderate rain
594,Kpandu,GH,6.9954,0.2931,77.4,77,37,6.11,scattered clouds
595,Mount Gambier,AU,-37.8333,140.7667,66.2,68,90,6.91,overcast clouds
596,Santa Cruz,BO,-17.8,-63.1667,69.8,78,75,5.75,broken clouds
597,Fairbanks,US,64.8378,-147.7164,19.99,49,40,9.22,scattered clouds
598,Bonavista,CA,48.6499,-53.1147,25.0,79,45,5.75,scattered clouds
599,Sorab,IN,14.3833,75.1,80.33,66,74,3.53,broken clouds
600,Hailey,US,43.5196,-114.3153,53.6,28,1,13.8,clear sky
601,Srivardhan,IN,18.0333,73.0167,84.09,55,89,2.1,overcast clouds
602,Wang Saphung,TH,17.301,101.7685,89.01,74,20,2.3,few clouds
603,Safaga,EG,26.7292,33.9365,57.2,51,0,19.57,clear sky
604,Ekibastuz,KZ,51.6667,75.3667,18.72,84,44,23.98,scattered clouds
605,Vila,PT,42.0304,-8.1588,50.0,66,29,5.23,scattered clouds
606,Kendari,ID,-3.945,122.4989,78.01,87,100,6.6,overcast clouds
607,Pizarro,CO,4.9533,-77.366,77.2,89,100,3.09,overcast clouds
608,Guanaja,HN,16.4,-85.9,80.6,83,20,25.32,few clouds
609,Ketchikan,US,55.3422,-131.6461,39.2,56,1,20.71,clear sky
610,Misratah,LY,32.3754,15.0925,59.49,61,1,8.23,clear sky
611,Vilhena,BR,-12.7406,-60.1458,72.68,76,99,2.44,overcast clouds
612,Anloga,GH,5.7947,0.8973,80.6,83,20,4.61,few clouds
613,Ambanja,MG,-13.6833,48.45,74.41,91,30,2.8,scattered clouds
614,Nuuk,GL,64.1835,-51.7216,8.6,52,20,5.75,few clouds
615,Callaguip,PH,18.0714,120.4867,84.2,65,20,5.75,few clouds
616,Raudeberg,NO,61.9875,5.1352,44.01,82,100,25.12,light rain
617,Vitim,RU,59.4511,112.5578,30.16,85,46,2.42,scattered clouds
618,Verona,IT,45.4167,11.0333,53.01,93,0,2.3,clear sky
619,Nemuro,JP,43.3236,145.575,46.4,100,75,11.5,moderate rain
620,Point Fortin,TT,10.1833,-61.6833,79.0,93,28,15.03,moderate rain
621,Hendaye,FR,43.3717,-1.7738,53.6,87,0,1.14,clear sky
622,Hovd,MN,48.0056,91.6419,46.62,28,2,12.68,clear sky
623,Ludvika,SE,60.1496,15.1878,42.01,93,90,10.36,overcast clouds
624,Husavik,IS,66.0449,-17.3389,30.2,100,90,5.75,snow
625,Wad Madani,SD,14.4012,33.5199,73.71,15,2,10.58,clear sky
626,Brownwood,US,31.7093,-98.9912,57.2,44,20,4.61,few clouds
627,Do Gonbadan,IR,30.3586,50.7981,46.4,53,20,2.39,few clouds
628,Santiago Del Estero,AR,-27.7951,-64.2615,63.54,62,0,5.95,clear sky
629,Arman,RU,59.7,150.1667,16.65,79,32,4.05,scattered clouds
630,Nouakchott,MR,18.0858,-15.9785,68.0,60,19,21.85,few clouds
631,Paamiut,GL,61.994,-49.6678,4.93,78,38,6.8,scattered clouds
632,Dolinsk,RU,47.35,142.8,33.8,93,75,15.66,light rain
633,Challapata,BO,-18.9,-66.7667,47.5,78,100,2.17,overcast clouds
634,Kodinsk,RU,58.6881,99.1844,32.18,95,100,4.38,light snow
635,Atambua,ID,-9.1061,124.8925,73.17,93,100,3.42,light rain
636,Chapais,CA,49.7834,-74.8492,28.4,93,90,14.97,snow
637,Kosonsoy,UZ,41.2561,71.5508,44.6,70,90,18.41,overcast clouds
638,Mocuba,MZ,-16.8392,36.9856,68.45,99,89,3.65,light rain
639,Kerepehi,NZ,-37.3,175.5333,71.01,86,84,8.01,light rain
640,Kuytun,RU,54.3419,101.5036,30.56,91,98,1.21,overcast clouds
641,Praya,CV,14.9215,-23.5087,68.0,73,40,16.11,scattered clouds
642,Velenje,SI,46.3592,15.1103,37.0,93,99,3.0,overcast clouds
643,Axim,GH,4.8699,-2.2405,78.44,90,43,5.32,scattered clouds
644,Bure,ET,10.7,37.0667,61.74,58,100,4.97,overcast clouds
645,Abha,SA,18.2164,42.5053,59.0,38,2,6.91,dust
646,Mwene-Ditu,CD,-7.0,23.45,64.67,94,100,0.4,light rain
647,Porbandar,IN,21.6422,69.6093,79.47,59,9,3.24,clear sky
648,Sechura,PE,-5.5569,-80.8222,74.37,66,84,12.53,broken clouds
649,Kaz,RU,52.9113,87.3105,33.33,97,100,8.72,snow
650,Nurota,UZ,40.5614,65.6886,42.8,81,90,6.91,mist
651,Whitehorse,CA,60.7161,-135.0538,21.2,27,20,11.5,few clouds
652,Dubbo,AU,-32.25,148.6167,73.4,38,0,6.91,clear sky
653,Tura,IN,25.5198,90.2201,86.52,27,0,5.79,clear sky
654,Moa,CU,20.6569,-74.9403,75.92,82,17,12.66,few clouds
655,Darhan,MN,49.4867,105.9228,41.54,23,100,5.48,overcast clouds
656,Buala,SB,-8.145,159.5921,85.89,65,37,6.69,scattered clouds
657,At-Bashi,KG,41.1702,75.8106,36.34,92,100,8.46,light snow
658,Juba,SS,4.8517,31.5825,77.22,55,54,2.73,broken clouds
659,Castlecomer,IE,52.8061,-7.2106,55.0,88,100,13.0,overcast clouds
660,Griffith,US,41.5284,-87.4237,39.0,52,1,6.91,clear sky
661,Nizwa,OM,22.9333,57.5333,82.17,14,44,4.32,scattered clouds
662,Dodge City,US,37.7528,-100.0171,57.0,50,1,10.36,clear sky
663,Metro,ID,-5.1131,105.3067,85.15,70,67,1.48,light rain
664,Mastic Beach,US,40.7668,-72.8521,55.4,82,90,8.05,moderate rain
665,La Ronge,CA,55.1001,-105.2842,35.6,80,100,6.91,overcast clouds
666,Oyama,JP,36.3,139.8,75.0,68,75,6.91,broken clouds
667,Oromocto,CA,45.8351,-66.4792,33.8,86,90,3.44,moderate rain
668,Hays,US,30.0502,-98.0336,59.0,56,7,5.99,clear sky
669,Desdunes,HT,19.2955,-72.646,76.8,77,3,5.86,clear sky
670,Kuala Terengganu,MY,5.3302,103.1408,84.2,79,20,3.44,few clouds
671,Nerchinskiy Zavod,RU,51.3088,119.61,32.52,76,33,11.18,scattered clouds
672,Yarada,IN,17.65,83.2667,83.89,67,4,9.28,clear sky
673,Biak,ID,-0.9131,122.8766,81.23,75,100,0.4,overcast clouds
674,Uray,RU,60.1247,64.7758,13.86,94,74,7.16,broken clouds
675,Lubango,AO,-14.9172,13.4925,59.23,86,100,2.51,overcast clouds
676,Laguna,US,38.421,-121.4238,71.6,30,1,6.91,clear sky
677,Tungor,RU,53.3808,142.9564,31.39,93,100,12.82,overcast clouds
678,Longhua,CN,23.6137,114.1919,88.68,50,83,6.51,broken clouds
679,Mayo,US,38.8876,-76.5119,55.4,44,20,19.57,few clouds
680,Vestmanna,FO,62.1564,-7.1664,37.4,93,75,16.11,light rain
681,Inhambane,MZ,-23.865,35.3833,73.17,73,23,12.26,light rain
682,Tooele,US,40.5308,-112.2983,53.01,43,1,11.5,clear sky
683,Oranjestad,AW,12.524,-70.027,80.6,74,20,19.57,few clouds
684,Staryy Nadym,RU,65.6118,72.6842,-7.55,96,28,9.62,scattered clouds
685,Kumluca,TR,36.3703,30.2869,53.51,50,5,4.99,clear sky
686,Duluth,US,46.7833,-92.1066,35.6,51,1,8.05,clear sky
687,Carutapera,BR,-1.195,-46.02,75.13,94,60,5.39,light rain
688,Gewane,ET,10.1664,40.6453,73.81,34,83,2.89,broken clouds
689,Shimanovsk,RU,52.0,127.7,33.31,97,100,7.07,light snow
690,Kasongo-Lunda,CD,-6.4667,16.8167,69.31,95,100,0.65,overcast clouds
691,Santa Marta,CO,11.2408,-74.199,84.0,69,58,14.97,broken clouds
692,Bartica,GY,6.4,-58.6167,75.2,100,75,4.61,light rain
693,Floro,NO,61.5996,5.0328,39.2,93,90,19.57,light rain
694,Bodden Town,KY,19.2833,-81.25,80.6,78,20,8.05,few clouds
695,Hambantota,LK,6.1241,81.1185,77.0,100,40,5.75,scattered clouds
696,Atbasar,KZ,51.8,68.3333,17.98,94,48,12.33,scattered clouds
697,Bulawayo,ZW,-20.15,28.5833,56.68,92,4,13.71,clear sky
698,Maniitsoq,GL,65.4167,-52.9,1.51,62,48,9.64,scattered clouds
699,Mobara,JP,35.4167,140.3,71.6,83,75,4.61,broken clouds
700,Bud,US,39.447,-86.1758,37.99,65,1,7.38,clear sky
701,Broken Hill,AU,-31.95,141.4333,71.6,37,3,10.36,clear sky
702,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,86,90,9.22,snow
703,Rajgarh,IN,28.6333,75.3833,86.86,16,43,16.64,scattered clouds
704,Altay,CN,47.8667,88.1167,37.69,95,99,4.59,overcast clouds
705,Shimoda,JP,34.6667,138.95,69.01,73,40,11.5,scattered clouds
706,Jalostotitlan,MX,21.2,-102.4667,69.8,40,1,12.66,clear sky
707,Matagami,CA,49.7502,-77.6328,17.6,93,90,29.93,light snow
708,Kizukuri,JP,40.8061,140.3861,60.8,67,40,18.41,scattered clouds
709,Aasiaat,GL,68.7098,-52.8699,-21.66,84,46,10.04,scattered clouds
710,Lom Sak,TH,16.7798,101.2422,87.8,58,78,4.61,broken clouds
711,Caxito,AO,-8.5785,13.6643,78.8,89,75,4.61,broken clouds
712,Jian,CN,27.1172,114.9793,82.06,58,18,5.88,few clouds
713,Tongliao,CN,43.6125,122.2653,50.05,25,0,21.83,clear sky
714,Rodbyhavn,DK,54.6544,11.352,48.0,89,100,3.0,overcast clouds
715,Fort Wellington,GY,6.4,-57.6,76.51,89,89,11.97,light rain
716,Sibiti,CG,-3.6819,13.3499,69.01,99,100,0.89,light rain
717,Morden,CA,49.1919,-98.1014,39.2,38,60,10.36,broken clouds
